edge,config_id,family,budget,cost,users,candidates_per_user,mean_abs_probability_gap,reuse_mean_abs_probability_gap,probability_gap_recovery,mean_abs_logit_gap,mean_Bernoulli_JS,top1_agreement,top10_overlap,rank_correlation
v1_to_v2,layer_1,layer,k1,0.16666666666666666,3000,64,0.003238852135948185,0.004922253097276744,0.3419980500921228,0.035007965953399736,2.4394978599770693e-05,0.9773333333333334,0.9823333333333333,0.9976303571428571
v1_to_v2,layer_2,layer,k1,0.16666666666666666,3000,64,0.004715138292617362,0.004922253097276744,0.04207723588491785,0.043887533605719606,4.425556799591666e-05,0.9763333333333334,0.9824333333333334,0.9978488247863248
v1_to_v2,layer_3,layer,k1,0.16666666666666666,3000,64,0.003782873418747145,0.004922253097276744,0.2314752321777125,0.0348084017864118,2.7776340150896934e-05,0.9793333333333333,0.9822666666666667,0.9978531898656898
v1_to_v2,layer_4,layer,k1,0.16666666666666666,3000,64,0.0049407898850332725,0.004922253097276744,-0.0037659151998470364,0.04733464997323851,4.721378703999623e-05,0.9803333333333333,0.9851333333333332,0.9983950396825397
v1_to_v2,layer_5,layer,k1,0.16666666666666666,3000,64,0.0049321796066398955,0.004922253097276744,-0.0020166596814461535,0.04630887328088284,4.8876502607208136e-05,0.9766666666666667,0.9827666666666667,0.9980168192918192
v1_to_v2,layer_6,layer,k1,0.16666666666666666,3000,64,0.004916357180805173,0.004922253097276744,0.0011978084740975614,0.04608524595946074,4.854864037717529e-05,0.9763333333333334,0.9830000000000002,0.99802963980464
v1_to_v2,layer_1_2,layer,k2,0.3333333333333333,3000,64,0.0030580686726161027,0.004922253097276744,0.37872583709521324,0.032975021267930664,2.1072614247193444e-05,0.9796666666666667,0.9843333333333333,0.9980552045177045
v1_to_v2,layer_3_4,layer,k2,0.3333333333333333,3000,64,0.0038135856081222617,0.004922253097276744,0.22523577460245936,0.03579135956242681,2.8488428083449367e-05,0.9793333333333333,0.9809333333333334,0.9976934065934066
v1_to_v2,layer_5_6,layer,k2,0.3333333333333333,3000,64,0.004926310969933842,0.004922253097276744,-0.0008243933371372414,0.04616534844475488,4.8690539401012086e-05,0.9763333333333334,0.983,0.9980283424908425
v1_to_v2,layer_1_2_3,layer,k3,0.5,3000,64,0.0010021997606524415,0.004922253097276744,0.7963941022848028,0.011901938145980239,5.065114655992167e-06,0.9923333333333333,0.9949333333333334,0.9995765109890111
v1_to_v2,layer_3_4_5,layer,k3,0.5,3000,64,0.003825228202748282,0.004922253097276744,0.22287047676101723,0.035897277109945815,2.8624900288781868e-05,0.9793333333333333,0.9809333333333334,0.9976877747252747
v1_to_v2,layer_4_5_6,layer,k3,0.5,3000,64,0.00493595069755603,0.004922253097276744,-0.0027827907278608066,0.04714711677469313,4.705125512077179e-05,0.9803333333333333,0.9852333333333334,0.998395757020757
v1_to_v2,layer_1_2_3_4,layer,k4,0.6666666666666666,3000,64,7.039601403911642e-05,0.004922253097276744,0.985698416426806,0.0007427062119046846,1.070564900712426e-08,0.999,0.9998666666666667,0.9999918192918195
